_id,price
136603,137501.0
113712,179827.3
62954,112696.33
40685,139056.33
23616,198504.56
26883,167407.64
114428,150989.42
44796,150887.02
10423,242146.06
120869,229713.8
16473,136601.86
83106,123312.29
25827,99633.234
125938,171148.25
49612,166943.06
20053,195120.98
128485,268225.66
68229,197852.67
135405,204240.52
52394,224681.27
22945,208952.23
131894,120413.234
56024,228010.94
3605,187729.62
123135,157480.39
59270,161670.62
11790,101156.9
135659,92933.69
123498,159613.2
66593,122311.54
139497,166758.2
3972,293981.12
112914,99441.26
113314,110277.14
146922,90906.64
49939,205719.11
146684,160764.0
69182,350957.94
70756,133713.47
30089,193075.8
129662,213449.08
133107,100786.42
125839,106376.2
3871,83628.66
124995,261972.39
61284,119772.65
55551,402788.28
145942,207720.0
111141,195935.78
146056,230429.88
39819,212898.92
1816,100846.96
49659,165452.78
142410,224396.52
15601,364866.44
41743,288472.9
135166,390556.78
124755,226907.7
42254,164231.47
46072,96825.7
48596,379733.22
129111,138336.45
132111,207648.8
4377,174652.47
33656,327653.7
59941,129133.26
140097,152276.64
140407,197130.38
49392,382531.9
4406,232935.2
37707,165405.61
48014,142083.34
126355,152293.9
60569,395591.53
59065,304280.2
18348,195657.34
64703,145833.92
127728,256482.8
13881,103173.09
35544,391368.2
10005,131390.88
75843,148867.75
45168,62341.766
129078,84700.336
52970,141313.64
76277,170637.78
23695,131702.05
64151,169746.2
77515,292295.5
34866,224928.08
5174,283194.72
43098,81603.266
56587,268192.75
127908,105929.05
52093,192047.73
145456,244716.25
24352,339410.3
57277,357178.78
120276,221063.33
121344,152424.02
138042,77349.91
61960,235227.8
126112,254663.33
5009,171263.66
45735,78198.21
61730,157242.97
71377,129831.055
62178,158276.31
3264,290106.28
146589,370311.9
132129,328747.12
142925,189591.77
124202,199112.33
71448,413558.1
80038,330080.7
14301,127737.68
43286,235344.38
139066,222995.56
26551,212259.4
22193,196203.23
39112,299943.53
60097,175277.89
65478,221295.47
2811,181316.61
80108,300095.62
110676,163457.83
76630,93598.24
42917,213676.42
113474,105089.78
10609,200378.62
116277,110628.586
29806,94050.09
59083,260631.55
147151,154588.06
81819,132805.05
144312,135783.88
42967,133888.75
47944,172782.7
140837,80167.336
32837,103744.91
143148,377574.47
41846,108965.47
55854,149439.47
135777,405246.38
115944,164445.9
9170,141427.8
29218,140889.25
10875,108866.016
13908,245069.64
16109,212679.25
16631,202640.58
135715,275212.6
65171,124224.94
147111,337128.94
13396,98894.32
46262,135376.28
82746,389508.12
82088,138279.56
137230,259652.64
121843,166175.92
13372,214700.48
9614,157345.03
46905,143541.22
138088,170757.23
132164,150194.7
40182,146615.0
35634,304320.88
64799,156939.25
141215,154359.08
129332,142793.5
45312,153104.64
124878,140445.67
75277,356105.5
42901,146512.47
5906,202340.84
16740,188069.27
63075,170326.14
23341,150165.88
49396,117704.8
16295,105291.85
140448,102888.055
129443,165814.4
45766,104314.92
114930,185495.58
117193,364138.3
80491,240050.56
69318,250455.25
33742,103606.68
124193,212388.97
133054,234179.23
43828,214992.77
47247,132901.55
46331,150508.9
46020,280163.88
17593,227425.0
36620,163404.83
66488,173147.36
24230,192184.98
133630,123877.414
119597,118736.62
129037,166282.12
59409,148309.92
41189,114097.43
36592,186406.72
62708,132008.97
131352,134168.19
47751,413707.0
22372,287552.38
11119,163374.61
128983,146391.3
20677,328111.94
77325,316519.66
18796,145519.84
73647,196043.2
121103,137909.16
8906,242701.0
142210,293035.03
141126,86731.45
53878,65702.67
17125,94716.69
18750,330524.44
1656,268632.06
124712,109324.984
29905,113142.0
35478,152237.75
38724,256797.98
53539,138513.52
51379,102273.61
67049,337621.66
114418,198830.92
130874,161466.27
45317,230027.3
110390,101490.92
48,256633.5
81080,126792.94
118653,192637.25
3398,192378.67
13610,316195.06
30349,92514.48
45487,300822.0
113862,221433.69
41987,135715.23
41101,224891.0
119074,81243.37
44217,316280.4
134252,306100.7
116579,163561.75
17787,226183.56
120524,252896.5
128818,175935.03
72813,370286.6
15059,308413.84
69134,111224.266
77629,168703.9
124554,145526.94
82521,118357.94
19868,162611.58
41722,273333.34
10637,270214.56
12926,72385.56
64771,338280.75
121887,79335.61
26611,168253.9
138076,155786.5
44693,118116.86
130162,80167.336
59435,223866.0
61345,219241.3
122540,143987.69
19264,181025.78
74663,389168.12
14297,140827.61
62490,159418.8
69709,133449.31
28260,162258.78
57197,216763.06
37302,167824.12
67682,213675.17
135289,92756.18
81261,163104.98
49231,309592.1
71701,291991.72
28440,119739.516
5767,182278.4
21383,197186.03
51892,334922.3
135204,218704.86
138006,118547.74
129950,109964.95
77489,142406.31
19178,138789.47
110454,316899.5
64282,189369.44
144695,100742.75
56078,166767.52
117390,189692.58
40798,142325.25
72434,253132.98
45863,300227.7
130167,177401.98
82923,284390.84
134598,273237.7
51080,195444.62
43439,278052.34
46427,79970.805
1234,199766.22
43131,291130.3
68388,112144.0
119161,114727.13
38406,140342.94
47753,259009.22
37246,163595.94
9384,170205.56
134906,336177.9
74961,360038.1
59666,211102.8
82908,333451.16
37457,122484.65
17859,177418.05
63533,129717.914
81824,260742.75
65859,366935.47
33019,161970.83
45993,254298.28
139731,111948.17
81748,236239.61
50867,311469.84
22526,87749.266
128765,122071.88
141870,82313.64
73163,233156.02
112650,88489.42
125628,159299.52
25435,301953.22
64272,235108.8
56851,141832.72
18794,285725.66
80292,138650.17
124152,81635.68
134746,120434.59
73221,234809.66
130737,243990.38
17115,160138.81
31606,171335.02
28524,169690.16
50387,128334.29
145662,381611.28
127416,273690.56
73848,195075.94
124424,146490.92
2860,339821.03
139983,285398.3
121383,170180.77
23220,231682.03
56873,370970.6
72427,153153.12
31591,119588.17
32900,157857.84
63951,356095.03
138828,177005.5
111578,187289.72
118898,264572.34
63966,292134.4
125100,130486.695
75498,129103.83
125804,196398.86
64908,166433.27
47688,391275.6
540,393027.5
82905,191600.83
43431,335562.72
144239,357174.1
35951,112748.6
32830,161258.53
53556,162967.64
145448,123391.94
16195,151132.72
79303,234983.48
80455,268862.25
40865,148755.89
51504,105929.05
27005,141882.11
130670,166615.19
13188,105727.734
56163,117342.01
20808,140427.6
23678,346389.78
82463,301386.8
30574,178472.12
64706,105488.51
23362,225730.19
33343,396344.3
75002,138644.52
51101,125414.34
145934,77567.35
120223,284191.38
78078,220043.64
68827,231193.47
64102,192816.14
10388,182631.31
79749,134860.08
37652,123870.555
68421,169512.62
67509,83293.0
25908,216825.16
40377,112004.58
8222,325100.66
135044,258194.83
132382,347463.94
112147,308911.75
141670,382826.38
129004,270798.94
56790,149855.27
60441,130351.82
135345,200330.7
12373,87693.74
8648,326585.84
135962,217869.97
16050,181810.27
76276,192206.73
121791,235162.94
57413,125106.555
123487,197719.58
35472,197402.56
9531,168565.72
54673,84624.04
11581,79631.41
26658,121914.57
71580,198881.42
77098,227795.94
26509,172801.22
62850,125650.19
28470,58605.98
133297,195121.03
45439,187740.28
26050,185188.44
60174,241989.5
15068,277582.56
15578,157601.83
15431,156700.19
17252,259205.3
43275,242995.34
1848,281392.38
144391,96900.19
6685,116820.625
43586,210007.06
10649,212259.4
132596,119944.55
28621,150697.25
123756,270985.06
13917,83469.09
5364,271892.0
10655,282773.28
143066,101572.46
6216,153536.05
131633,353959.16
257,119405.086
81304,134366.05
122221,95549.375
80726,136686.83
43341,283623.97
133083,110990.33
139881,199342.05
59714,338948.53
61138,245472.44
22215,336236.78
24800,162253.86
14415,144308.83
70505,97774.28
38760,219103.8
55627,384332.28
20195,170655.72
138667,243286.64
80566,206042.69
115144,136068.3
8689,124437.34
598,143126.25
37965,110726.06
133024,125495.16
137721,184122.2
110874,217811.19
70038,97844.97
35911,172788.4
72663,192648.5
110950,179688.34
25351,137182.39
144896,108273.91
7694,111987.83
111675,238491.8
9112,342845.38
48428,122865.42
133347,85404.44
132196,190248.1
53591,181561.78
18532,103704.016
119857,216201.48
77232,199068.67
47774,237052.98
14273,192765.62
33669,158045.23
43281,212206.69
47356,208009.39
56396,227792.48
128056,146760.75
112360,183704.28
59485,120029.55
43188,129613.57
139579,59855.883
126083,229508.14
118674,331319.84
20795,161106.98
50951,163946.86
38617,91176.74
41801,220595.22
138238,225810.77
15859,100760.64
77089,144425.27
135751,130728.086
125465,78952.75
110324,267956.7
12164,94970.59
27271,77815.2
7379,106553.31
76737,97280.2
138425,123649.875
38582,263769.28
81928,155388.22
111657,153605.9
20530,275053.62
77760,280660.38
130464,273907.3
17881,120115.7
55437,402408.84
131320,302446.12
118256,153768.17
21630,137010.16
119880,122921.41
30840,258608.1
143103,135863.3
64659,147594.6
111420,168206.67
137714,108487.78
63398,146117.08
56422,214036.9
64764,284160.75
134532,280088.06
132151,210423.58
54736,84479.87
10384,351209.4
57556,183636.08
25131,153097.77
125394,177907.98
13408,143192.23
28138,190290.05
142829,138152.3
73935,112003.95
60721,300567.62
20923,162736.56
117573,119215.27
128093,124122.82
12855,187766.28
42983,202878.19
48941,104943.516
120768,161411.5
52165,90140.15
124697,210854.73
82210,221915.44
2812,211284.47
137948,111168.81
30814,215148.8
33257,368530.9
16662,205563.03
138431,290803.7
77120,240099.89
12734,253035.1
57455,172768.42
23181,227909.36
121329,147219.67
32593,105592.15
2487,333334.9
140955,132435.64
140748,311348.97
123503,141828.33
50662,250570.34
17086,193414.47
79892,150123.98
16501,239966.17
138304,262846.56
36705,311034.22
12558,413036.44
81852,213126.81
119501,188918.52
71201,134517.38
144586,262805.97
71440,175648.5
130862,303857.6
120198,247705.5
137348,364140.22
68547,162334.86
134627,113331.664
133739,187709.67
40307,151778.4
141808,207822.61
110972,199723.9
120770,107467.02
15425,154233.47
58096,301567.44
4805,251031.64
122440,116127.28
58156,260758.47
34298,124700.51
23923,91580.39
82108,306957.72
8571,133284.22
69682,106618.766
115748,161994.14
12202,128936.4
48633,395099.16
20970,105515.09
61856,367939.06
146120,174410.88
121020,285966.2
122570,285837.03
59702,107641.87
39349,204883.45
17608,338188.3
140489,192660.19
9554,335867.8
70031,131347.94
74186,74868.37
25932,133479.83
3380,383246.56
135909,84394.69
136721,217587.97
61069,339581.5
51108,149334.45
78792,231616.1
54903,155756.06
116266,127977.01
78106,176748.12
9217,122836.055
69222,201292.69
20427,183337.67
74126,229029.28
48381,174989.67
42260,128978.734
128104,192645.98
50087,171953.27
14624,224336.53
141023,149506.44
135025,98852.71
504,124576.9
134602,111577.555
61235,122703.28
80302,352379.03
69241,245154.61
74819,167768.08
35767,123486.86
20679,214153.67
58259,224584.3
73097,332690.94
49863,160846.98
80646,44509.418
126336,185840.9
127968,103598.766
6460,189423.77
35775,163880.55
20957,316086.88
32143,82313.64
61093,150985.05
12679,186068.58
16092,138323.47
18102,209174.06
30132,285416.25
132664,196391.61
54951,201431.4
33862,80220.484
74654,278893.8
111721,147589.36
12928,254595.52
42851,281246.75
35119,413097.88
8351,224966.8
128055,297636.97
138508,101534.93
54058,200714.36
126930,107097.61
113183,265352.8
44843,205296.62
125151,76397.87
144614,156736.42
18303,72782.88
40582,157248.39
55394,393553.0
129885,143169.77
13892,165439.5
123084,363772.12
123282,137258.5
35449,258325.97
124011,141473.94
125232,159613.2
39470,376144.56
44740,100298.23
8103,191206.5
81532,84700.336
52628,347263.4
65537,186959.88
80481,131029.29
72329,213690.17
18773,172892.31
39690,81700.85
21445,318174.0
18515,194215.03
142614,198214.39
79929,123197.88
126385,190052.64
37162,229056.83
55410,161956.5
75883,105929.05
68353,125663.086
137308,185787.78
13344,163518.05
52690,134933.92
56564,257471.3
118762,182324.25
139647,172773.02
19474,268150.28
76043,173516.55
71870,163850.67
72688,121620.38
34462,116620.0
18003,142868.73
49779,197301.98
32175,137640.05
40099,163084.77
32059,112621.82
125269,220154.97
73985,83325.08
28267,91589.85
28464,256633.5
120046,107453.91
11280,130472.23
8096,267210.56
74329,389642.34
133623,171684.25
36839,164339.6
115184,226263.73
137320,91395.91
23607,98254.36
77364,144226.31
17669,154495.97
117691,114170.82
140695,212477.19
115259,252068.44
40119,134535.2
33226,156487.31
79015,140550.72
29832,110733.32
31970,156712.95
138642,250725.19
2842,198773.75
74575,348561.66
77802,289207.4
63702,176087.66
20403,255580.83
123004,196681.53
62136,187170.84
63930,248847.36
59182,283020.97
40129,176716.02
110621,80221.77
9242,199850.44
54401,182761.3
4512,379719.25
48378,140496.9
74455,132827.58
78647,116501.484
140399,371499.88
31951,232325.02
56728,119706.73
3106,244123.02
79890,205098.9
21050,138825.89
61479,205182.77
40616,265684.56
35189,97069.79
111696,374124.75
132831,125524.49
78137,249063.84
53968,305284.1
123849,220173.11
126328,170978.7
73695,105889.11
48576,128434.95
38027,150697.23
81323,198063.61
112239,114912.97
110469,110333.24
127648,231579.11
40954,157374.62
117807,98221.305
146796,76081.5
77870,80308.45
126162,136437.86
52182,124122.58
31011,160954.44
18977,222114.55
125958,286513.03
81737,190539.25
30768,63355.94
15481,126048.2
41887,151757.92
50953,245856.77
130356,149401.31
145741,162635.98
20629,255626.86
128332,205829.67
32501,121119.94
55408,190959.83
31364,141980.83
29967,147190.17
110476,106762.08
134744,120507.45
14537,238370.03
135699,200354.84
124874,134845.08
64779,160059.02
128576,233550.55
128610,140608.23
63748,224091.55
138748,356420.2
6617,87861.766
131624,186698.2
4961,348785.38
128452,135991.08
5221,133920.11
30659,102525.31
47498,116016.984
3399,218692.56
69419,229577.6
43470,152908.19
40178,169334.83
139807,138951.56
120973,309696.75
5636,177582.95
65720,323569.84
39256,133523.36
62520,151054.61
139905,138899.11
17353,261248.16
1574,283723.03
122304,213610.48
48669,189707.64
70186,170672.22
68324,150249.02
25723,132349.81
126379,99813.664
20258,155351.73
14246,225837.44
43873,232562.53
111826,215897.75
13659,290474.88
130744,105929.05
62404,255294.19
489,145579.36
65145,389094.56
132135,190607.88
124407,391729.22
34603,138538.62
74749,205214.44
57994,167487.56
73947,135602.2
53008,148187.62
111483,98880.03
76488,206364.27
28234,139521.94
19878,418827.78
6772,71802.96
14106,87819.95
22308,194472.92
76104,280861.97
14055,172962.56
146211,165518.62
17604,171047.73
139500,136524.66
134945,138564.27
145037,253763.83
119643,193117.05
139245,82219.08
125173,103179.8
134689,170986.1
69464,187192.19
124263,282802.78
41115,116153.41
142314,200169.16
16008,98151.64
39372,244423.48
56666,150817.83
29641,110391.65
120945,333007.94
34841,118694.22
120312,157153.17
56704,268121.0
56609,233875.75
15310,118383.414
114623,119293.35
47157,122436.48
115683,114590.91
30494,231114.0
139442,240412.0
124866,119825.43
52097,124470.07
48944,95790.35
40767,131254.1
45659,152116.58
1099,184603.67
57987,82740.43
120961,381010.06
17464,282258.6
116623,148079.88
66750,272733.44
65242,190178.06
64749,139124.77
115914,191763.17
4090,253252.75
4004,99846.59
74078,242460.53
115041,168294.08
143814,122627.91
121181,129657.195
30746,245741.73
124463,250039.22
43220,324819.06
74181,110928.16
71416,82740.43
6129,147770.94
31669,176835.16
3942,163278.48
22861,220607.73
135709,303651.47
26810,105572.56
5943,203224.28
53678,68904.2
118376,334957.03
77813,180477.9
36762,259699.0
19866,155950.67
5236,197531.77
41359,258824.2
141149,223202.78
42819,220411.48
128658,374301.28
45544,310736.6
43995,72501.75
34004,98230.836
112467,141219.27
129884,191497.7
2414,184855.61
71079,229365.45
115573,227852.25
39692,130625.445
128331,186422.23
128789,169563.5
120335,205046.08
131493,283310.47
27258,256767.52
119935,183292.03
58065,163019.17
45195,103946.59
124097,230518.56
126751,251585.61
36795,275353.2
43254,249442.52
60563,161928.48
47942,385160.75
60564,209887.03
3148,147498.28
41957,317276.06
111941,223552.9
26271,138551.73
125130,344471.94
55585,109527.03
41751,211889.6
12165,273798.4
59002,191303.33
8308,98973.75
130769,105929.05
124988,215765.7
19422,297034.2
123384,152382.89
57475,197526.02
40900,378903.6
146060,280027.12
57508,187230.7
4032,340640.12
48112,114718.414
139393,163009.16
52830,214570.25
61702,147096.34
18404,136857.11
114358,149852.39
35874,212571.02
3114,181103.5
15306,208055.17
12561,154328.95
146828,215146.98
27830,227765.58
73526,105929.05
60576,182551.16
58080,157160.36
125426,364165.12
8035,97867.15
76852,104314.92
64516,146465.1
2737,169775.83
55897,99830.37
75778,257987.97
65643,210890.22
33076,349438.84
130615,191014.77
50196,105319.15
33618,139620.5
69429,286986.56
141826,93442.89
71464,99531.21
62839,92715.66
146019,145915.48
40250,132431.67
27453,153793.88
124365,192956.7
73684,367888.6
29329,373477.53
118226,229595.81
59321,121660.08
22328,101832.52
143028,228575.6
110808,67895.11
129124,101333.055
70665,350712.03
111670,284052.44
80626,193510.34
66787,131222.88
29590,132638.77
125249,102037.86
13942,114423.13
118699,167807.4
11139,152190.94
52300,135602.2
119686,174803.31
33632,262359.3
129123,220880.38
113233,110627.29
75965,175369.16
125046,169096.58
138346,172781.67
116737,109992.38
61010,98254.36
144081,276375.72
51245,144929.98
63158,112519.766
62686,182726.05
146652,192317.45
42057,154838.86
133431,106575.61
112453,278303.4
125168,379375.56
75337,322238.4
13281,110194.32
7734,156412.42
113059,131708.72
131531,141817.23
29488,317672.2
141530,247877.72
32816,116634.516
25500,85196.98
135670,144132.2
247,341279.44
18759,148362.92
7383,104678.08
10489,101987.89
125048,160972.9
7575,306149.8
127765,154018.36
67789,97737.84
82728,276901.72
142230,162080.75
5999,223715.98
63819,222943.4
15697,107615.14
137801,282291.62
1212,135064.14
117386,202224.7
7045,103588.34
33151,148188.6
5412,281156.0
14252,92023.77
42394,186748.28
1946,175073.02
126246,119467.664
19807,321876.06
112380,252243.06
11003,320824.1
141055,147677.55
14997,183145.3
125175,101878.5
45217,321951.7
133244,280113.53
77473,107170.484
15907,391206.16
35519,267828.8
10391,243050.69
39327,167653.25
6570,154037.94
15187,111669.73
6627,80877.1
121907,77903.68
73293,196883.34
69060,182793.19
131670,269643.2
123468,142151.16
114248,276131.56
132765,122867.625
51902,195074.34
34144,291475.94
141291,99680.734
29429,150509.05
129835,90865.07
121777,107928.58
13893,134102.42
7627,129103.8
73459,156110.0
36070,143143.19
132194,191334.98
49820,229383.25
139621,120607.836
2647,150430.6
18919,268944.12
74515,52581.895
55065,123380.46
42997,402873.2
75532,160399.14
115023,120433.34
17037,161777.56
79587,184922.62
115130,171887.61
82940,234086.33
6899,246875.5
22791,107454.88
17318,325667.56
16592,112307.766
140920,302535.53
70627,204416.2
77781,239983.52
118486,195055.5
69745,146299.42
140831,139960.88
16585,111735.81
4919,76441.3
40620,124139.98
15715,237201.75
57204,255395.97
116464,385753.25
124967,174960.17
8115,288316.03
77724,147782.53
134034,139730.86
133455,188150.77
2847,148422.86
135401,266234.06
43987,204053.55
44198,103247.95
56962,331923.06
77976,283476.22
43518,132624.69
7418,251686.55
144402,185308.75
130052,99607.54
23768,63484.2
25902,359149.94
44134,269979.56
17288,290368.72
24238,116823.44
69574,189981.9
115227,173713.19
82117,225475.84
73616,137478.2
113844,128884.96
44370,164924.23
26917,122410.46
73529,148502.53
40755,229632.69
45736,84800.12
40070,124069.54
16563,135761.52
18282,232315.94
57707,199727.56
119476,150059.4
75715,115595.08
14712,90870.7
29381,120562.98
140322,128383.414
4822,234389.45
15266,236047.05
61971,202421.48
66336,116451.26
139578,313971.88
140360,107515.68
62955,88927.7
14100,135332.39
49576,207088.73
139320,142536.1
42395,259249.16
20558,151323.55
140211,196310.16
77507,137146.73
83159,97867.15
13698,300461.12
14955,157208.86
72019,213954.73
12348,114324.45
60059,153265.86
19924,201483.61
59453,122517.31
41512,149158.75
70537,211480.05
63894,182561.77
3558,205273.19
51116,287621.53
27287,112013.02
47980,281832.62
319,256926.78
20678,81074.55
37612,149966.56
36983,191295.56
22842,255775.33
50771,49892.176
123906,181218.34
138366,228827.06
54130,129065.83
65986,163484.88
72555,366943.72
124540,197462.05
61688,317023.75
71666,338953.06
13120,104261.84
133612,279020.47
41660,197209.42
127198,210953.56
43657,255816.34
80925,358023.5
61956,162034.48
111588,277391.9
20215,315298.56
19040,286863.66
135462,169096.58
51850,128417.87
48966,236966.33
133438,185563.73
25362,153734.58
27107,194480.44
51939,239388.9
145175,208957.2
145897,250524.69
131971,309517.34
26930,201009.98
24053,289051.03
28704,104160.89
139165,289719.7
6720,92485.18
123464,279514.9
77787,216848.05
41235,82044.664
118657,81743.73
52047,145924.86
75642,149564.03
51363,222115.16
24439,302932.53
80773,94410.97
41931,121972.16
24297,246962.4
44052,143054.78
56626,140004.47
2297,216512.12
31631,307485.8
43985,169111.36
132811,97387.984
66307,139827.45
142207,166276.25
141101,175796.48
42352,277017.44
58378,375581.66
19222,116465.5
20031,145249.75
49545,173488.95
13903,305673.2
78605,315734.8
75358,115265.32
18413,268796.0
23103,122317.79
34749,425530.97
14330,78866.984
25156,238327.4
62346,279692.0
18655,151884.28
142175,246351.45
114804,344022.22
125772,282413.7
127182,140405.61
46720,146800.73
70127,245513.73
4013,194528.19
137756,111685.86
58022,99012.07
71761,141008.42
73783,340566.6
127107,270347.88
125186,340656.84
80603,136158.98
1868,94143.016
47608,170885.5
137469,219016.42
54206,104840.99
147136,116169.664
22207,207233.17
122246,399439.12
143202,88369.49
46542,163509.88
133481,158090.56
23055,134303.92
50762,154870.3
111680,207344.81
144013,156972.45
17894,77739.32
61446,127248.51
26492,153265.86
74271,280071.34
113909,378458.1
18214,310363.6
139508,170110.33
138778,132058.55
16850,116847.49
113055,69422.57
114758,161061.66
123206,154212.4
17458,162917.25
77455,123954.98
126337,122536.54
10394,215094.8
59540,241757.77
72590,338952.03
140163,210503.75
8425,189121.25
82943,172830.72
112595,175042.62
49491,131689.6
10036,83638.48
115655,107474.9
114114,282820.28
125470,115837.89
144324,153583.47
12505,215281.81
61990,100298.23
126687,151644.83
125392,265541.72
112286,116145.59
31608,121660.08
67856,94224.68
43233,202448.84
48217,124195.68
38768,74018.63
65717,252430.44
127511,142879.88
80717,84378.47
33220,270379.78
53310,166461.16
22836,122133.56
76805,172816.36
146281,144554.86
133339,214566.58
34044,157190.22
10749,103047.945
66854,154201.31
41154,131465.08
25661,91694.98
68445,135286.1
68405,219837.33
34635,111458.58
80658,151649.1
8484,83206.195
77421,132997.14
137411,294117.25
77344,131235.44
125783,212595.69
31025,273488.75
129028,266984.62
12898,280382.5
78695,157054.28
139464,161103.48
63218,230364.72
27280,255208.17
118335,163027.7
122782,138794.92
38779,125326.18
126104,108688.75
132412,143632.42
45958,116940.7
27536,134274.34
41460,173589.61
139711,276259.7
142299,145399.48
111484,105929.05
6189,177886.11
39841,220437.62
49199,167603.47
122123,157735.97
67488,113765.82
6661,59900.33
33271,155085.17
113050,158213.4
134578,214329.27
137446,318914.75
43203,321739.22
34844,244388.67
45551,341284.75
29243,188877.22
115546,293569.78
45308,144625.2
65238,236070.83
44922,91964.3
8130,237313.92
65651,156090.14
66702,259067.47
13651,265812.7
31681,141525.56
122292,342385.12
130408,243396.36
36971,158591.81
2165,245723.61
10865,388421.9
10235,272032.5
59139,117040.79
66450,102800.336
27210,104111.3
42335,254225.28
29977,271602.06
65224,152042.38
72335,251402.6
143159,80506.37
119307,101580.54
55369,201476.05
67752,287795.06
130969,201747.2
31022,205448.2
10374,356017.6
17479,273613.25
137340,151720.69
8161,157808.84
25913,111352.89
144918,273673.72
11432,248316.69
126537,211407.66
126807,95690.41
48777,232069.33
122411,178996.12
18405,121106.88
21165,303259.0
52991,240553.67
65084,160813.9
56985,187132.22
119382,106405.39
141830,192969.1
26998,208904.12
132658,104314.92
36447,156029.25
10494,190475.83
58049,175289.72
131935,203922.9
36153,173759.8
35258,292700.34
139990,136146.36
65968,249737.88
17588,150031.02
17744,217617.89
122488,226851.83
136085,225954.75
21172,267547.88
18806,162366.52
47179,310881.44
43008,276146.3
136530,143501.11
118007,100670.27
142871,126995.055
56169,202236.84
82445,105929.05
124052,284029.22
12987,133142.69
145454,382766.47
145423,111855.09
43769,116253.4
57285,109244.49
21859,141581.03
15062,289431.28
141327,102031.586
13178,143478.44
124736,175812.27
112211,393772.4
145146,168553.42
15324,202027.23
60021,161309.64
144458,103965.2
113197,137614.83
54029,107900.914
37649,81886.43
119434,277841.53
21018,166038.14
132147,226660.12
69334,218583.02
37342,161558.9
37507,254937.66
68483,308725.94
44883,187236.33
67936,197662.33
31332,150515.23
127475,113811.016
57249,103540.58
20730,162788.98
44617,92950.39
38349,156195.61
113908,212259.4
142948,155366.66
140308,292636.6
125871,243185.9
125105,318834.78
73019,337418.66
58589,175112.38
124008,218699.12
19528,340842.75
81496,226459.28
37895,124655.55
137605,259035.92
146596,118842.414
34897,149046.11
20361,159493.16
76676,247509.3
145336,259351.33
38928,91590.62
131447,264293.6
133409,176729.22
133692,230013.05
73470,185002.52
136228,143798.9
66704,156376.52
46023,189210.11
43876,184094.33
142699,303211.47
79416,82740.43
67117,159825.44
61155,174752.86
136124,265189.88
14395,145470.22
141124,188299.27
135970,225641.89
